II,12,10,32,3
0.0,.1,.2,.3,.4,.5,.75,1.0,1.5,2.0,2.5,3.0
0.0,.1,.2,.3,.4,.5,.75,1.0,1.25,1.5,2.0
0,0,0,0,70,539,377,196,171,154,134,117,108,99,89,83,77,72,67,61,59,56,51,46,43,42,40,38,34,30,28,0
0,0,0,0,47,375,376,256,199,169,146,126,114,102,92,85,79,73,68,62,59,56,52,47,43,42,40,38,34,30,28,0
0,0,0,0,0,31,260,338,283,227,189,160,138,112,99,90,83,77,72,64,60,57,53,48,44,42,41,39,35,30,28,0
0,0,0,0,0,0,21,180,285,284,246,208,176,131,110,97,88,82,76,68,62,59,54,50,45,43,41,39,36,31,28,0
0,0,0,0,0,0,14,125,232,266,253,223,192,142,115,100,91,83,77,69,63,59,55,50,45,43,41,40,36,31,28,0
0,0,0,0,0,0,9,86,183,239,248,231,205,154,122,104,93,85,79,71,64,59,55,51,46,43,41,40,36,32,28,0
0,0,0,0,0,0,3,31,87,147,190,211,213,184,147,121,103,92,84,75,67,61,57,52,47,44,42,40,37,32,28,0
0,0,0,0,0,0,0,0,1,13,45,92,141,205,197,165,134,112,98,84,75,65,59,55,50,46,43,41,38,34,28,0
0,0,0,0,0,0,0,0,0,0,0,2,9,51,118,170,183,167,143,111,92,77,65,59,54,50,45,43,39,35,28,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,51,103,148,168,156,127,96,76,65,58,54,49,45,41,37,29,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,31,69,131,159,140,101,78,66,59,54,50,43,39,31,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,46,101,151,134,99,77,65,59,54,45,41,33,26
23,31,47,209,403,739,800,481,250,166,128,102,86,70,61,54,49,44,40,35,33,30,27,24,21,20,19,18,16,13,12,0
19,26,39,86,168,325,601,733,565,355,229,161,122,83,69,59,53,47,43,37,34,31,28,25,22,21,19,18,16,14,12,0
17,23,32,49,74,136,262,488,652,594,435,298,207,115,81,67,58,51,46,40,35,32,29,26,23,21,20,19,16,14,12,0
16,22,30,46,64,112,212,396,566,585,485,360,258,139,90,71,60,53,48,41,36,32,29,26,23,21,20,19,16,14,12,0
14,19,25,37,43,57,94,173,322,485,551,507,409,227,129,87,68,58,52,44,38,33,30,27,24,21,20,19,17,14,12,0
13,18,24,35,40,52,80,142,262,410,504,506,441,269,153,98,73,61,53,45,39,34,30,27,24,22,20,19,17,15,12,0
10,13,17,23,26,30,34,40,55,86,150,247,349,438,360,240,151,101,75,57,47,39,33,29,26,23,21,20,18,15,12,0
9,11,14,19,21,24,26,30,35,44,62,101,167,337,413,353,245,157,104,68,53,42,35,31,28,24,22,20,18,16,12,0
6,8,10,13,14,15,17,19,21,23,26,30,37,73,166,288,356,337,264,154,91,57,42,35,30,27,24,22,19,17,13,3
4,5,7,8,9,10,10,11,12,14,15,16,18,23,31,55,114,206,291,324,239,125,63,44,35,31,28,24,20,18,14,9
3,4,5,6,6,7,7,8,9,9,10,11,12,15,18,22,32,58,111,227,298,246,122,63,43,35,31,27,22,19,15,11
1,2,3,4,4,4,5,5,6,6,7,7,8,9,11,13,16,19,27,59,138,280,248,137,70,46,36,31,25,21,16,11
0,0,0,39,180,545,697,497,276,198,158,130,110,93,81,73,67,61,56,49,46,43,39,35,32,30,29,27,24,21,19,0
0,0,0,2,27,129,407,600,532,361,252,190,150,108,90,79,71,65,59,52,48,44,41,36,32,31,29,28,25,21,19,0
0,0,0,2,19,92,302,501,521,415,306,228,176,119,95,82,73,67,61,53,48,45,41,37,33,31,29,28,25,21,19,0
0,0,0,0,1,13,66,223,408,484,438,350,269,163,114,93,80,72,65,57,51,46,42,38,34,31,30,28,25,22,19,0
0,0,0,0,1,9,47,164,327,431,436,379,306,189,127,98,83,74,67,58,52,47,43,38,34,31,30,28,25,22,19,0
0,0,0,0,0,0,6,33,120,258,374,415,391,271,173,121,95,81,72,62,55,48,44,40,35,32,30,29,26,22,19,0
0,0,0,0,0,0,2,13,50,126,221,302,348,323,240,167,121,96,81,68,59,50,45,41,37,33,31,29,26,23,19,0
0,0,0,0,0,0,0,0,1,6,24,69,139,285,331,280,204,145,109,82,68,56,48,43,39,35,32,30,27,24,19,0
0,0,0,0,0,0,0,0,0,0,0,0,1,16,79,186,271,288,247,165,110,76,58,49,44,40,35,32,29,26,20,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,80,163,235,262,202,123,76,58,49,43,39,35,30,27,21,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,28,77,179,242,207,120,75,57,48,43,39,32,29,22,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,101,207,227,130,80,59,49,44,35,30,24,18
0,0,0,0,7,98,371,322,221,182,158,137,120,104,94,86,80,74,69,62,60,57,52,47,44,42,40,39,35,30,28,0
0,0,0,0,4,67,270,305,249,204,174,149,130,108,97,88,82,76,71,64,60,57,53,48,44,42,41,39,35,30,28,0
0,0,0,0,0,3,45,195,268,255,221,189,163,125,106,95,87,80,75,67,62,58,54,49,45,43,41,39,35,31,28,0
0,0,0,0,0,2,31,140,226,245,229,203,176,134,111,98,89,82,76,68,62,59,55,50,45,43,41,39,36,31,28,0
0,0,0,0,0,1,21,101,184,225,228,211,188,144,117,101,91,84,78,69,63,59,55,50,45,43,41,40,36,31,28,0
0,0,0,0,0,0,1,14,72,146,199,218,213,175,137,113,99,89,82,73,66,60,56,52,47,43,42,40,36,32,28,0
0,0,0,0,0,0,0,5,28,71,121,162,186,193,161,133,112,98,88,78,70,62,57,53,48,44,42,41,37,33,28,0
0,0,0,0,0,0,0,0,0,2,13,38,77,154,186,174,147,122,105,89,78,68,60,56,51,46,43,42,38,34,28,0
0,0,0,0,0,0,0,0,0,0,0,0,2,22,71,129,163,168,150,120,98,80,67,60,55,51,46,43,40,36,28,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,65,112,146,157,134,103,79,67,60,55,50,46,41,38,29,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,26,60,117,148,136,101,79,66,59,54,50,43,39,31,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,40,90,142,130,99,78,66,59,54,45,41,33,26
20,28,41,118,235,447,676,676,459,283,196,146,114,80,66,57,51,46,42,37,33,31,28,24,22,20,19,18,16,13,12,0
19,26,39,99,189,361,571,641,520,362,251,181,136,89,70,60,53,48,43,37,34,31,28,25,22,21,19,18,16,14,12,0
17,23,32,53,83,154,292,478,587,542,422,308,223,127,86,68,58,52,46,40,35,32,29,26,23,21,20,19,16,14,12,0
16,22,30,49,72,127,237,398,524,536,460,359,268,151,97,73,61,53,48,41,36,32,29,26,23,21,20,19,16,14,12,0
14,19,25,37,45,63,105,193,330,459,510,477,398,237,139,92,70,59,52,44,38,34,30,27,24,21,20,19,17,14,12,0
13,18,24,35,42,56,89,158,272,397,472,475,424,274,163,104,76,62,54,46,39,34,30,27,24,22,20,19,17,15,12,0
11,14,19,26,30,34,42,59,95,160,250,339,417,398,299,196,128,89,69,54,45,37,32,29,26,23,21,20,17,15,12,0
9,11,14,19,21,24,27,30,36,46,68,109,174,328,396,346,248,163,109,70,54,43,35,31,28,24,22,20,18,16,12,0
6,8,10,13,14,15,17,19,21,23,26,31,38,77,169,282,347,330,264,158,94,58,42,35,31,27,24,22,19,17,13,3
4,5,7,8,9,10,10,11,12,14,15,16,18,23,32,57,116,205,285,317,239,128,64,44,36,31,28,25,20,18,14,9
2,4,5,6,6,7,7,8,9,9,10,11,12,15,18,23,33,60,113,223,293,245,125,65,44,35,31,27,22,19,15,11
1,2,3,4,4,4,5,5,6,6,7,7,8,9,11,13,16,20,27,61,138,275,246,139,72,46,36,31,25,21,16,11
0,0,0,11,64,251,525,574,454,303,221,173,140,104,88,77,70,64,58,51,47,44,40,36,32,31,29,28,24,21,19,0
0,0,0,0,7,45,183,411,520,476,360,268,205,133,101,85,76,69,62,55,49,45,41,37,33,31,30,28,25,21,19,0
0,0,0,0,5,32,132,318,452,468,396,310,240,151,109,90,78,70,64,56,50,46,42,38,33,31,30,28,25,22,19,0
0,0,0,0,0,3,22,96,244,383,440,411,344,217,142,105,87,76,69,60,53,47,43,39,35,32,30,29,26,22,19,0
0,0,0,0,0,2,16,69,186,317,399,407,365,246,160,115,92,79,71,61,54,48,43,39,35,32,30,29,26,22,19,0
0,0,0,0,0,0,2,11,50,140,258,352,389,327,223,149,110,89,77,66,57,50,45,41,36,33,31,29,26,23,19,0
0,0,0,0,0,0,1,4,20,63,135,219,290,335,281,205,146,110,89,72,62,52,46,42,38,34,31,30,27,23,19,0
0,0,0,0,0,0,0,0,0,2,9,32,78,216,320,306,243,176,128,90,72,59,49,44,40,36,33,31,28,24,19,1
0,0,0,0,0,0,0,0,0,0,0,0,2,20,84,185,264,281,246,168,112,77,58,49,44,40,36,32,29,26,20,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,50,121,200,257,224,141,83,61,50,44,40,36,31,28,21,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,51,145,239,223,137,82,60,50,44,40,33,29,22,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,74,184,224,146,89,63,51,45,36,31,24,18
0,0,0,0,1,25,151,299,277,219,187,162,141,113,100,90,84,78,72,65,61,58,53,48,44,42,41,39,35,31,28,0
0,0,0,0,1,17,106,235,263,234,202,175,152,120,104,93,85,79,73,66,61,58,54,49,44,42,41,39,35,31,28,0
0,0,0,0,0,0,12,75,182,236,234,213,188,144,116,101,91,84,78,70,63,59,55,50,45,43,41,40,36,31,28,0
0,0,0,0,0,0,8,52,138,203,224,217,197,154,123,105,94,86,79,71,64,59,55,51,46,43,42,40,36,32,28,0
0,0,0,0,0,0,5,37,105,170,206,213,203,164,131,110,97,88,81,72,65,60,56,51,46,43,42,40,36,32,28,0
0,0,0,0,0,0,0,4,26,78,140,184,203,191,155,126,107,95,86,76,69,62,57,53,48,44,42,41,37,33,28,0
0,0,0,0,0,0,0,1,10,34,73,117,153,184,173,146,122,105,94,82,73,64,58,54,49,45,43,41,37,33,28,0
0,0,0,0,0,0,0,0,0,0,4,17,42,114,168,178,159,134,114,94,82,70,61,57,52,47,44,42,39,35,28,0
0,0,0,0,0,0,0,0,0,0,0,0,1,10,44,98,144,163,157,130,105,84,69,61,56,52,47,44,40,36,29,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,44,87,127,153,141,110,83,69,61,56,51,47,42,38,30,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,42,97,138,145,107,82,68,60,55,51,43,40,32,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,27,71,127,139,105,81,68,60,55,46,41,33,27
18,25,36,77,141,271,468,592,574,431,298,216,163,104,77,63,55,49,44,38,34,31,28,25,22,21,20,18,16,14,12,0
18,24,34,67,116,219,385,523,557,473,357,263,196,119,84,67,57,51,46,39,35,32,29,25,22,21,20,19,16,14,12,0
15,20,28,44,59,97,179,316,454,523,489,401,309,178,112,81,65,56,49,42,37,33,30,26,23,21,20,19,17,14,12,0
15,20,27,41,53,82,147,260,389,478,486,429,349,210,129,89,69,58,51,43,38,33,30,27,24,21,20,19,17,14,12,0
13,17,23,33,38,48,71,121,214,331,429,467,442,308,189,120,85,66,56,47,41,35,31,28,24,22,20,19,17,15,12,0
12,16,22,31,36,44,62,102,176,279,379,438,440,339,218,137,94,71,59,49,42,35,31,28,25,22,21,19,17,15,12,0
10,13,17,24,26,30,35,45,65,106,170,251,326,393,341,245,164,112,81,59,48,39,33,30,26,23,21,20,18,15,12,0
8,10,13,17,19,21,24,27,31,37,50,75,118,251,360,376,292,205,138,83,60,45,36,32,28,25,22,21,18,16,12,1
6,7,9,12,13,14,15,17,19,21,23,26,31,56,121,224,311,333,293,192,115,66,45,36,31,28,25,22,19,17,13,4
4,5,6,8,8,9,10,10,11,12,14,15,16,20,27,43,85,159,243,306,264,154,74,47,37,32,28,25,21,18,14,9
2,3,4,5,6,6,7,7,8,9,9,10,11,13,16,20,27,46,85,184,285,262,147,74,47,37,32,28,22,19,15,11
1,2,2,3,4,4,4,5,5,6,6,7,7,8,10,12,14,17,23,47,109,227,268,160,83,50,38,32,25,21,16,11
0,0,0,4,26,113,296,480,495,413,306,234,186,127,100,84,74,67,61,54,49,45,41,37,33,31,29,28,25,21,19,0
0,0,0,0,2,18,81,224,395,462,430,347,272,172,121,96,82,73,66,57,51,46,42,38,34,31,30,28,25,22,19,0
0,0,0,0,2,13,59,169,320,414,424,373,305,196,134,103,85,75,67,59,52,47,43,39,34,32,30,29,25,22,19,0
0,0,0,0,0,1,9,42,127,255,361,403,383,274,181,127,99,83,73,63,55,48,44,40,36,32,30,29,26,23,19,0
0,0,0,0,0,1,6,30,94,202,308,372,379,298,203,141,106,87,76,65,56,49,44,40,36,32,31,29,26,23,19,0
0,0,0,0,0,0,0,4,21,70,158,258,334,364,270,187,133,102,85,70,60,51,46,41,37,33,31,30,26,23,19,0
0,0,0,0,0,0,0,2,8,30,76,145,219,321,305,241,177,130,102,78,65,55,47,43,38,34,32,30,27,24,19,0
0,0,0,0,0,0,0,0,0,1,4,15,42,150,267,308,272,209,154,103,79,62,51,45,41,37,33,31,28,25,19,1
0,0,0,0,0,0,0,0,0,0,0,0,1,10,51,136,226,274,263,195,131,85,62,51,45,41,36,33,29,26,20,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,31,86,162,252,239,162,93,64,52,45,41,37,31,28,21,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,33,112,202,235,155,92,64,52,45,41,33,29,23,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,76,182,221,148,90,63,51,45,36,31,24,18
0,0,0,0,0,7,59,168,245,257,213,186,163,128,109,96,88,81,75,67,62,58,54,50,45,43,41,39,35,31,28,0
0,0,0,0,0,0,5,41,125,205,240,222,198,154,123,106,94,86,79,71,64,60,56,51,46,43,42,40,36,32,28,0
0,0,0,0,0,0,3,28,93,168,216,220,205,164,131,110,97,88,81,72,65,60,56,51,46,43,42,40,36,32,28,0
0,0,0,0,0,0,0,2,20,69,135,189,209,192,155,126,107,95,86,77,69,62,57,53,48,44,42,41,37,33,28,0
0,0,0,0,0,0,0,1,14,50,106,161,193,202,163,133,112,98,89,78,70,62,58,53,48,44,42,41,37,33,28,0
0,0,0,0,0,0,0,1,9,37,83,135,174,194,171,140,117,102,91,80,71,63,58,54,49,45,43,41,37,33,28,0
0,0,0,0,0,0,0,0,0,3,15,40,76,147,177,169,146,124,107,90,79,68,60,56,51,47,43,42,38,34,28,0
0,0,0,0,0,0,0,0,0,0,1,7,21,78,141,173,167,146,125,101,86,73,63,58,53,48,45,42,39,35,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,71,121,153,159,139,113,89,72,63,57,53,48,44,40,37,29,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,45,86,138,150,125,93,74,64,58,53,48,42,39,31,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,59,112,143,121,91,73,63,57,53,45,40,32,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,40,101,138,117,90,73,63,57,48,42,34,27
17,23,32,57,94,170,308,467,529,507,402,297,226,140,96,74,61,53,47,41,36,32,29,26,23,21,20,19,16,14,12,0
16,22,30,51,80,140,252,395,484,499,434,343,265,162,108,80,65,55,49,42,36,33,29,26,23,21,20,19,16,14,12,0
14,19,25,38,47,69,116,207,332,434,477,449,378,238,149,101,77,62,53,45,39,34,30,27,24,22,20,19,17,14,12,0
13,18,24,35,43,60,97,170,278,382,446,448,401,270,171,114,83,66,56,46,40,34,31,27,24,22,20,19,17,15,12,0
12,15,21,29,33,40,53,83,141,233,332,408,434,361,243,157,107,79,64,51,43,36,32,28,25,22,21,20,17,15,12,0
11,15,20,28,31,37,48,71,118,194,286,367,412,378,271,178,119,86,68,53,44,37,32,29,25,23,21,20,17,15,12,0
9,11,14,19,21,24,27,31,37,49,74,118,182,319,374,328,244,169,117,76,56,43,35,31,28,25,22,21,18,16,12,1
7,9,12,16,17,19,21,24,27,32,40,55,83,188,309,359,322,245,172,102,68,49,38,32,29,26,23,21,19,16,12,1
5,7,8,11,12,13,14,15,17,19,21,23,27,43,89,175,269,322,309,225,140,77,49,38,32,29,25,23,20,17,13,5
3,4,6,7,8,8,9,10,10,11,12,14,15,18,23,35,65,123,202,297,280,181,88,52,39,33,29,26,21,19,14,10
2,3,4,5,5,6,6,7,7,8,9,9,10,12,15,18,24,36,66,150,244,278,171,87,52,39,33,29,23,20,15,11
1,1,2,3,3,4,4,4,5,5,6,6,7,8,9,11,13,16,20,37,86,198,263,182,96,56,40,33,26,21,16,11
0,0,0,1,9,53,157,314,433,439,379,299,237,159,118,95,81,71,65,56,50,46,42,38,34,31,30,28,25,22,19,0
0,0,0,0,1,6,37,117,248,372,416,391,330,218,150,113,92,79,70,60,53,47,43,39,35,32,30,29,26,22,19,0
0,0,0,0,1,4,26,87,194,313,382,388,349,244,167,122,97,82,72,62,54,48,43,39,35,32,30,29,26,22,19,0
0,0,0,0,0,0,3,19,64,151,259,341,372,316,223,156,117,94,80,67,58,50,45,41,36,33,31,29,26,23,19,0
0,0,0,0,0,0,2,13,47,116,211,298,354,328,245,172,127,100,83,69,59,51,45,41,37,33,31,29,26,23,19,0
0,0,0,0,0,0,0,1,9,34,89,170,255,341,303,225,161,120,96,76,64,54,47,42,38,34,31,30,27,24,19,0
0,0,0,0,0,0,0,1,4,14,41,89,152,270,305,268,207,155,118,87,70,57,48,44,39,35,32,30,27,24,19,0
0,0,0,0,0,0,0,0,0,0,2,7,22,98,212,295,285,237,181,120,88,67,53,46,42,38,34,31,28,25,19,2
0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,95,183,249,265,217,152,96,66,53,46,41,37,34,30,26,20,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,59,125,221,245,182,105,69,54,47,42,38,32,28,22,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,84,174,230,172,103,69,54,46,42,34,30,23,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,56,157,217,163,101,68,53,46,37,31,25,18
0,0,0,0,0,2,26,89,170,217,229,200,179,144,119,104,93,85,78,70,64,59,55,51,46,43,41,40,36,32,28,0
0,0,0,0,0,0,1,18,65,135,190,216,205,170,137,115,101,91,83,74,67,61,56,52,47,44,42,40,36,32,28,0
0,0,0,0,0,0,1,12,47,106,162,198,203,178,145,121,105,94,85,76,68,61,57,52,48,44,42,40,37,32,28,0
0,0,0,0,0,0,0,1,8,34,82,135,177,194,168,139,117,102,92,80,71,63,58,54,49,45,43,41,37,33,28,0
0,0,0,0,0,0,0,0,6,25,63,111,155,189,174,146,122,106,94,82,73,64,58,54,50,45,43,41,37,33,28,0
0,0,0,0,0,0,0,0,4,18,48,90,133,184,177,152,128,110,97,84,74,65,59,55,50,45,43,41,38,33,28,0
0,0,0,0,0,0,0,0,1,7,22,47,80,142,169,164,144,124,108,91,79,68,61,56,51,47,44,42,38,34,28,0
0,0,0,0,0,0,0,0,0,0,1,3,11,51,112,155,166,154,134,109,91,76,65,59,54,49,45,43,39,35,28,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,50,97,136,154,145,121,95,75,64,58,54,49,45,41,37,29,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,47,86,134,146,125,94,75,64,58,53,49,42,39,31,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,44,95,140,127,97,77,65,58,54,45,41,33,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,29,86,135,122,95,76,65,58,49,43,35,27
13,18,24,36,46,68,115,194,294,380,424,410,369,252,172,123,93,74,61,49,41,35,31,27,24,22,20,19,17,15,12,0
13,17,23,34,42,59,97,162,250,337,395,405,381,279,191,135,100,79,65,51,42,36,31,28,25,22,21,19,17,15,12,0
11,15,20,28,32,39,52,82,135,211,295,362,391,351,255,178,127,95,75,57,46,38,32,29,26,23,21,20,17,15,12,0
11,14,19,26,30,36,47,70,113,179,256,326,379,360,277,196,140,103,80,60,48,38,33,29,26,23,21,20,18,15,12,0
10,12,16,22,25,28,33,42,61,96,151,221,291,367,336,255,182,131,98,69,54,42,34,30,27,24,22,20,18,16,12,0
9,12,16,21,24,27,31,39,53,82,128,190,258,358,343,274,200,144,106,74,56,43,35,30,27,24,22,20,18,16,12,0
8,10,13,17,18,21,23,26,31,39,55,82,122,230,314,329,281,217,161,104,72,51,38,33,29,26,23,21,19,16,12,1
6,8,10,13,14,15,17,19,21,23,27,32,42,89,177,272,319,303,249,163,105,66,45,36,31,27,24,22,19,17,13,3
4,6,7,9,10,10,11,12,14,15,16,18,20,27,46,90,163,241,295,275,204,119,66,45,35,31,27,24,20,18,13,7
3,4,5,6,7,7,8,9,9,10,11,12,13,16,20,28,48,89,151,245,274,213,115,65,44,35,30,27,22,19,14,10
1,2,3,4,4,5,5,6,6,7,7,8,8,10,12,14,17,24,37,86,170,260,219,127,71,47,36,31,24,20,16,11
1,1,2,3,3,3,4,4,4,5,5,5,6,7,8,10,11,14,17,30,64,157,247,205,122,70,46,36,27,22,17,12
0,0,0,0,1,6,30,86,174,266,326,348,328,246,181,138,110,92,79,66,57,49,44,40,36,32,31,29,26,23,19,0
0,0,0,0,0,1,4,22,65,137,223,292,329,303,228,170,131,106,89,73,61,52,46,41,37,33,31,29,26,23,19,0
0,0,0,0,0,0,3,15,48,108,185,256,305,321,245,184,141,112,93,75,63,53,46,42,37,34,31,30,27,23,19,0
0,0,0,0,0,0,2,11,36,84,151,221,277,308,260,199,152,120,98,78,65,54,47,42,38,34,31,30,27,23,19,0
0,0,0,0,0,0,0,1,8,27,65,122,188,286,301,243,187,144,114,87,71,57,48,43,39,35,32,30,27,24,19,1
0,0,0,0,0,0,0,1,6,20,50,98,158,263,292,254,200,155,122,91,74,59,49,44,40,35,32,30,27,24,19,1
0,0,0,0,0,0,0,0,0,2,8,23,51,140,231,269,253,211,167,119,90,68,53,46,42,37,34,31,28,25,19,2
0,0,0,0,0,0,0,0,0,0,0,1,4,29,96,186,249,261,231,169,120,84,61,50,44,40,36,33,29,26,20,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,34,91,163,220,241,197,131,83,61,50,44,40,35,31,27,21,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,36,85,174,226,200,127,82,60,49,44,39,32,29,22,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,37,105,196,214,135,87,62,51,44,36,31,24,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,96,205,189,130,85,62,50,39,32,26,18
0,0,0,0,0,0,2,16,45,92,137,166,185,170,146,125,110,98,89,79,70,63,58,53,48,44,42,41,37,33,28,0
0,0,0,0,0,0,0,1,11,34,73,115,149,180,163,141,122,107,96,84,74,65,59,54,50,45,43,41,38,33,28,0
0,0,0,0,0,0,0,1,8,25,57,96,131,173,166,146,126,111,99,86,76,66,59,55,50,46,43,41,38,34,28,0
0,0,0,0,0,0,0,0,1,5,18,44,79,143,170,160,141,122,108,92,81,69,61,56,52,47,44,42,38,34,28,1
0,0,0,0,0,0,0,0,0,4,14,34,64,127,166,162,145,127,111,95,82,70,62,57,52,47,44,42,38,34,28,1
0,0,0,0,0,0,0,0,0,0,2,10,26,82,138,162,157,140,123,103,88,75,64,58,53,49,45,43,39,35,28,2
0,0,0,0,0,0,0,0,0,0,1,4,12,47,98,139,154,148,135,113,96,80,67,60,55,50,46,43,39,36,29,3
0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,73,119,146,151,134,113,91,74,63,58,53,48,45,41,37,29,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30,66,105,143,143,117,90,73,63,57,52,48,42,39,30,18
